,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
46,Bellyache - Marian Hill Remix,Bellyache (Marian Hill Remix),Billie Eilish,2017-05-05,220800,59,0.832,0.2,0.368,0.0513,0.353,-8.627,0.133,100.045,4
47,"BILLIE EILISH LEGENDS MIX. (feat. Ludacris, Busta Rhymes & N.O.R.E.)",Road to CASABLANCO.,Armani White,2023-05-05,204653,24,0.798,0.0597,0.584,0.0,0.135,-6.572,0.381,100.071,4
48,BILLIE EILISH.,Hip Hop für Gamer by STOKED,Various Artists,2023-05-26,99280,0,0.902,0.14,0.527,3.17e-06,0.0959,-6.448,0.249,100.037,4
49,BILLIE EILISH,BILLIE EILISH,Futuristic,2022-11-11,160059,29,0.709,0.00849,0.882,0.0,0.0737,-3.62,0.0643,105.062,4
50,Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,Metro Boomin,2022-12-02,194786,90,0.571,0.18,0.549,0.0,0.168,-7.38,0.404,119.497,4
51,SICKO MODE,ASTROWORLD,Travis Scott,2018-08-03,312820,85,0.834,0.00513,0.73,0.0,0.124,-3.714,0.222,155.008,4
52,Fair Trade (with Travis Scott),Certified Lover Boy,Drake,2021-09-03,291175,86,0.666,0.0503,0.465,0.0,0.215,-8.545,0.26,167.937,4
53,sdp interlude,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,191622,83,0.507,0.599,0.586,0.0544,0.118,-8.15,0.0586,108.164,4
54,goosebumps,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,243836,86,0.841,0.0847,0.728,0.0,0.149,-3.37,0.0484,130.049,4
55,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],HEROES & VILLAINS,Metro Boomin,2022-12-02,207306,84,0.671,0.189,0.658,8.66e-05,0.147,-5.567,0.309,87.933,4
56,BUTTERFLY EFFECT,ASTROWORLD,Travis Scott,2018-08-03,190557,82,0.763,0.0531,0.628,0.0,0.114,-5.85,0.05,140.958,4
57,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,2019-10-04,175720,84,0.598,0.0546,0.427,5.83e-06,0.21,-8.764,0.0317,76.469,4
58,90210 (feat. Kacy Hill),Rodeo (Expanded Edition),Travis Scott,2015-09-04,339066,81,0.402,0.113,0.526,8.33e-06,0.105,-6.741,0.0904,81.404,4
59,Antidote,Rodeo (Expanded Edition),Travis Scott,2015-09-04,262693,74,0.713,0.00767,0.526,0.000148,0.124,-5.046,0.032,131.05,4
60,SKELETONS,ASTROWORLD,Travis Scott,2018-08-03,145588,75,0.46,0.00146,0.686,0.0,0.375,-5.948,0.0367,148.054,4
61,THE SCOTTS,THE SCOTTS,THE SCOTTS,2020-04-24,165977,77,0.716,0.233,0.537,0.0,0.157,-7.648,0.0514,129.979,4
62,ASTROTHUNDER,ASTROWORLD,Travis Scott,2018-08-03,142969,76,0.7,0.142,0.46,4.81e-05,0.111,-8.111,0.0661,151.901,4
63,Open Arms (feat. Travis Scott),SOS,SZA,2022-12-09,239613,83,0.665,0.763,0.59,0.0132,0.147,-7.608,0.161,77.559,4
64,YOSEMITE,ASTROWORLD,Travis Scott,2018-08-03,150043,76,0.785,0.283,0.554,3.4e-06,0.116,-6.571,0.0409,128.047,4
65,OUT WEST (feat. Young Thug),JACKBOYS,JACKBOYS,2019-12-27,157712,78,0.802,0.0104,0.591,0.0,0.196,-4.895,0.225,139.864,4
66,STARGAZING,ASTROWORLD,Travis Scott,2018-08-03,270714,76,0.487,0.00947,0.789,4.05e-06,0.189,-3.69,0.044,150.007,4
67,Love Galore (feat. Travis Scott),Ctrl,SZA,2017-06-09,275080,79,0.795,0.112,0.594,0.0,0.162,-6.2,0.0748,135.002,4
68,goosebumps,Birds In The Trap Sing McKnight,Travis Scott,2016-09-15,243836,56,0.847,0.0868,0.719,0.0,0.148,-3.3,0.0468,130.032,4
69,CAN'T SAY,ASTROWORLD,Travis Scott,2018-08-03,198408,80,0.702,0.201,0.708,0.0,0.118,-5.366,0.0547,147.98,4
70,FRANCHISE (feat. Young Thug & M.I.A.),FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,2020-09-25,202794,69,0.835,0.00671,0.699,0.0,0.195,-5.405,0.277,154.981,4
71,HOUSTONFORNICATION,ASTROWORLD,Travis Scott,2018-08-03,217828,71,0.689,0.0985,0.723,0.0,0.158,-4.052,0.0836,160.042,4
72,5% TINT,ASTROWORLD,Travis Scott,2018-08-03,196138,81,0.712,0.173,0.481,0.0,0.241,-5.415,0.0487,140.0,4
73,CAROUSEL,ASTROWORLD,Travis Scott,2018-08-03,180182,68,0.428,0.229,0.403,0.0,0.22,-5.914,0.209,95.387,5
74,Overdue (with Travis Scott),NOT ALL HEROES WEAR CAPES (Deluxe),Metro Boomin,2018-11-06,166093,79,0.638,0.733,0.4,0.000133,0.334,-11.212,0.0425,150.133,4
75,coordinate,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,226397,64,0.688,0.105,0.658,1.89e-06,0.335,-4.155,0.0695,75.615,4
76,beibs in the trap,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,213863,71,0.743,0.24,0.571,0.0,0.291,-6.054,0.145,119.054,4
77,Embarrassed (feat. Travis Scott),Love Sick (Deluxe),Don Toliver,2023-02-28,192693,78,0.861,0.382,0.496,2.57e-06,0.107,-5.537,0.0357,116.008,4
78,Raindrops (Insane) [with Travis Scott],HEROES & VILLAINS,Metro Boomin,2022-12-02,188586,79,0.796,0.103,0.539,0.0,0.343,-5.974,0.0433,111.988,4
79,sdp interlude,Birds In The Trap Sing McKnight,Travis Scott,2016-09-15,191622,56,0.495,0.604,0.585,0.0611,0.118,-8.142,0.0572,108.163,4
80,wonderful,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,216945,67,0.769,0.0737,0.569,0.0,0.0571,-5.591,0.0786,146.062,4
81,"Ring Ring (feat. Travis Scott, Don Toliver, Quavo & Ty Dolla $ign)","Ring Ring (feat. Travis Scott, Don Toliver, Quavo & Ty Dolla $ign)",CHASE B,2023-05-11,186833,77,0.684,0.022,0.736,1.15e-06,0.213,-6.101,0.0323,140.049,4
82,THE SCOTTS,THE SCOTTS,THE SCOTTS,2020-04-23,165977,50,0.697,0.382,0.505,0.0,0.161,-7.698,0.0527,129.907,4
83,Sky Walker (feat. Travis Scott),War & Leisure,Miguel,2017-12-01,259333,75,0.674,0.173,0.506,0.0,0.0866,-10.532,0.0434,145.965,4
84,SICKO MODE - Skrillex Remix,SICKO MODE (Skrillex Remix),Travis Scott,2018-11-28,304512,63,0.651,0.0214,0.833,0.0,0.14,-3.356,0.172,155.051,4
85,MAFIA,ESCAPE PLAN / MAFIA,Travis Scott,2021-11-05,240000,72,0.855,0.0775,0.492,6.71e-06,0.111,-7.578,0.0483,109.975,4
86,Pussy & Millions (feat. Travis Scott),Her Loss,Drake,2022-11-04,242026,81,0.749,0.0623,0.63,0.0,0.353,-6.652,0.116,122.03,4
87,Nightcrawler (feat. Swae Lee & Chief Keef),Rodeo (Expanded Edition),Travis Scott,2015-09-04,321560,70,0.522,0.00134,0.728,0.0,0.132,-3.801,0.0323,124.045,4
88,Goosebumps - Remix,Goosebumps (Remix),Travis Scott,2021-01-15,162802,81,0.841,0.418,0.593,0.0,0.124,-7.846,0.0379,124.917,4
89,Goosebumps,The Hate U Give (Original Motion Picture Soundtrack),Various Artists,2018-10-12,243840,64,0.849,0.0789,0.629,0.0,0.13,-6.27,0.0475,130.105,4
90,Pornography,Rodeo (Expanded Edition),Travis Scott,2015-09-04,231826,62,0.603,0.105,0.649,0.0,0.712,-5.887,0.117,128.815,4
91,ZEZE (feat. Travis Scott & Offset),Dying to Live,Kodak Black,2018-12-14,228759,78,0.861,0.0521,0.603,0.0,0.0924,-5.788,0.176,98.043,4
92,NC-17,ASTROWORLD,Travis Scott,2018-08-03,156885,67,0.804,0.0678,0.763,0.0,0.368,-5.48,0.0519,136.052,4
93,NO BYSTANDERS,ASTROWORLD,Travis Scott,2018-08-03,218283,74,0.731,0.0204,0.811,0.0,0.411,-3.225,0.0712,147.045,4
94,Open Arms (feat. Travis Scott),SOS,SZA,2022-12-08,239613,75,0.434,0.753,0.586,0.0144,0.146,-7.612,0.138,78.259,4
95,through the late night,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,286235,68,0.744,0.36,0.589,0.0,0.119,-1.218,0.0359,127.051,4
96,ESCAPE PLAN,ESCAPE PLAN / MAFIA,Travis Scott,2021-11-05,149610,75,0.839,0.00207,0.506,0.0,0.13,-6.714,0.133,154.12,4
97,sweet sweet,Birds In The Trap Sing McKnight,Travis Scott,2016-09-15,222317,39,0.723,0.073,0.58,0.0,0.289,-5.148,0.0428,142.047,4
98,guidance,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,207107,58,0.702,0.0609,0.753,1.38e-06,0.41,-2.943,0.24,139.98,4
99,through the late night,Birds In The Trap Sing McKnight,Travis Scott,2016-09-15,286235,37,0.738,0.282,0.603,0.0,0.123,-1.368,0.0332,127.043,4
100,Tomorrow 2 (with Cardi B),"Anyways, Life’s Great…",GloRilla,2022-11-11,209811,77,0.795,0.0736,0.814,0.0,0.117,-3.945,0.4,160.039,4
101,WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,2020-08-07,187541,81,0.935,0.0194,0.454,0.0,0.0824,-7.509,0.375,133.073,4
102,Bodak Yellow,Invasion of Privacy,Cardi B,2018-04-06,223712,75,0.926,0.0659,0.703,0.0,0.231,-6.337,0.103,125.022,4
103,Up,Up (Instrumental),Cardi B,2021-02-04,156944,73,0.868,0.0012,0.795,0.0193,0.0461,-6.044,0.269,166.0,4
104,I Like It,Invasion of Privacy,Cardi B,2018-04-06,253390,80,0.816,0.099,0.726,0.0,0.372,-3.998,0.129,136.048,4
105,Up,Up,Cardi B,2021-02-05,156944,73,0.868,0.0012,0.795,0.0193,0.0461,-6.044,0.269,166.0,4
106,Money,Money,Cardi B,2018-10-23,183527,74,0.95,0.00534,0.59,0.0,0.11,-6.508,0.29,130.003,4
107,Thru Your Phone,Invasion of Privacy,Cardi B,2018-04-06,188523,72,0.837,0.17,0.549,0.0,0.057,-5.722,0.167,121.954,4
108,Be Careful,Invasion of Privacy,Cardi B,2018-04-06,210787,71,0.82,0.0256,0.568,0.0,0.0952,-8.23,0.411,152.279,4
109,Finesse - Remix; feat. Cardi B,Finesse (Remix) [feat. Cardi B],Bruno Mars,2017-12-20,217288,75,0.704,0.0185,0.859,0.0,0.0215,-4.877,0.0996,105.115,4
110,Bartier Cardi (feat. 21 Savage),Invasion of Privacy,Cardi B,2018-04-06,224284,67,0.908,0.00111,0.524,0.000678,0.383,-7.955,0.181,138.015,4
111,Please Me,Please Me,Cardi B,2019-02-15,200889,76,0.747,0.0642,0.57,0.0,0.0832,-6.711,0.081,133.992,4
112,Wild Side (feat. Cardi B),Wild Side (feat. Cardi B),Normani,2021-07-22,209476,70,0.74,0.0249,0.576,0.0,0.104,-6.744,0.146,110.095,4
113,Press,Press,Cardi B,2019-05-31,143791,65,0.888,0.029,0.525,5.68e-06,0.137,-5.665,0.305,133.983,4
114,Hot Shit (feat. Ye & Lil Durk),Hot Shit (feat. Ye & Lil Durk),Cardi B,2022-07-01,211649,71,0.878,0.00152,0.685,0.0,0.0753,-5.28,0.225,157.003,4
115,Rocking A Cardigan in Atlanta,Rocking A Cardigan in Atlanta,lil Shordie Scott,2022-01-29,96825,66,0.803,0.583,0.64,0.000331,0.437,-4.721,0.151,140.073,4
116,Clout (feat. Cardi B),FATHER OF 4,Offset,2019-02-22,205803,71,0.919,0.228,0.622,4.24e-06,0.122,-7.384,0.0997,140.022,4
117,Rumors (feat. Cardi B),Rumors (feat. Cardi B),Lizzo,2021-08-13,172832,70,0.827,0.13,0.731,0.0,0.418,-5.524,0.088,118.992,4
118,Ring (feat. Kehlani),Invasion of Privacy,Cardi B,2018-04-06,177139,67,0.767,0.049,0.543,0.0,0.115,-7.881,0.103,106.029,4
119,Savage,Suga,Megan Thee Stallion,2020-03-06,155497,70,0.843,0.0252,0.741,0.0,0.096,-5.609,0.334,168.983,4
120,I Like It,Invasion of Privacy,Cardi B,2018-04-05,253390,52,0.814,0.0981,0.721,0.0,0.378,-4.026,0.136,136.05,4
121,Bickenhead,Invasion of Privacy,Cardi B,2018-04-06,181623,55,0.884,0.154,0.814,1.67e-06,0.158,-5.333,0.303,155.938,4
122,Girls Like You - Cardi B Version,BBQ Party 2023,Various Artists,2023-05-23,235680,3,0.609,0.545,0.529,0.0,0.127,-6.859,0.106,60.349,4
123,"Shake It (feat. Cardi B, Dougie B & Bory300)","Shake It (feat. Cardi B, Dougie B & Bory300)",Kay Flock,2022-04-15,118249,65,0.87,0.0353,0.835,0.0,0.142,-5.875,0.311,140.051,4
124,Girls Like You - Cardi B Version,Throwback Summer,Various Artists,2023-05-24,235680,0,0.609,0.545,0.529,0.0,0.127,-6.859,0.106,60.349,4
125,Drip (feat. Migos),Invasion of Privacy,Cardi B,2018-04-06,262308,61,0.968,0.0511,0.589,0.0,0.0731,-7.808,0.255,129.993,4
126,"Shake It (feat. Cardi B, Dougie B & Bory 300)",The D.O.A. Tape (Care Package),Kay Flock,2022-12-09,118249,63,0.871,0.0356,0.832,0.0,0.152,-5.898,0.32,140.056,4
127,Girls Like You - Cardi B Version,Summer Jam 2023,Various Artists,2023-05-26,235680,0,0.609,0.545,0.529,0.0,0.127,-6.859,0.106,60.349,4
128,DESPECHÁ RMX,DESPECHÁ RMX,ROSALÍA,2022-12-16,170827,71,0.954,0.235,0.582,1.26e-06,0.0572,-5.744,0.0727,130.008,4
129,Bodak Yellow,Invasion of Privacy,Cardi B,2018-04-05,223712,43,0.926,0.0721,0.708,0.0,0.25,-6.714,0.108,125.057,4
130,Cardi B,Cardi B,NFasisRD,2019-08-02,153937,34,0.88,0.108,0.58,0.0,0.118,-7.178,0.361,80.023,4
131,Cardiac Arrest,Language & Perspective,Bad Suns,2014-07-01,182518,62,0.616,0.0521,0.88,0.000717,0.0539,-3.59,0.042,94.011,4
132,Cardi B,Cardi B,Dee Watkins,2022-06-03,145266,31,0.902,0.000329,0.471,0.0,0.0956,-9.302,0.402,150.029,4
133,I Like It,Summer Chart Hits,Various Artists,2023-05-19,253390,1,0.815,0.101,0.727,0.0,0.372,-3.998,0.128,136.045,4
134,Backin' It Up (feat. Cardi B),Backin' It Up (feat. Cardi B),Pardison Fontaine,2018-09-20,190466,58,0.796,0.0886,0.68,0.0,0.268,-4.853,0.353,164.932,4
135,Money,Chill Hip Hop 2023,Various Artists,2023-05-19,183527,1,0.95,0.00534,0.59,0.0,0.11,-6.508,0.29,130.004,4
136,Up,Up,Cardi B,2021-02-04,156944,49,0.864,0.0017,0.803,0.021,0.0488,-5.923,0.245,166.053,4
137,Wild Side (feat. Cardi B) - Extended Version,Wild Side (feat. Cardi B),Normani,2021-07-22,248748,54,0.733,0.0341,0.608,0.0,0.0986,-6.699,0.129,110.091,4
138,Up,Músicas Para Treino,Various Artists,2023-05-19,156944,1,0.868,0.0012,0.795,0.0193,0.0461,-6.044,0.269,166.0,4
139,I Like It,Summer Sunshine Hits,Various Artists,2023-05-19,253390,1,0.815,0.101,0.727,0.0,0.372,-3.998,0.128,136.045,4
140,Get Up 10,Invasion of Privacy,Cardi B,2018-04-06,231453,60,0.806,0.0977,0.57,0.0,0.105,-6.927,0.246,93.015,4
141,Up,Músicas Para Malhar,Various Artists,2023-05-19,156944,1,0.868,0.0012,0.795,0.0193,0.0461,-6.044,0.269,166.0,4
142,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-09-28,212500,78,0.842,0.157,0.801,4.82e-06,0.0642,-4.167,0.228,95.881,4
143,Tomorrow 2 (with Cardi B),"Anyways, Life’s Great…Bonus Edition",GloRilla,2023-03-15,209811,54,0.775,0.0853,0.817,0.0,0.114,-3.953,0.406,160.094,4
144,Lick (feat. Offset),Gangsta Bitch Music Vol. 2,Cardi B,2017-01-20,233793,50,0.838,0.159,0.637,0.0,0.0704,-4.708,0.22,116.077,4
145,South of the Border (feat. Camila Cabello & Cardi B),No.6 Collaborations Project,Ed Sheeran,2019-07-12,204466,77,0.857,0.148,0.621,0.0,0.0865,-6.376,0.0825,97.989,4
146,Twerk (feat. Cardi B),Girl Code,City Girls,2018-11-16,166476,65,0.788,0.121,0.842,0.00112,0.166,-4.006,0.142,190.077,4
147,Foreva,Gangsta Bitch Music Vol 1,Cardi B,2016-03-07,202919,47,0.862,0.384,0.685,0.000146,0.0909,-6.281,0.352,161.085,4
148,Backin' It Up (feat. Cardi B),UNDER8ED,Pardison Fontaine,2019-11-15,189501,53,0.798,0.0823,0.697,0.0,0.273,-4.803,0.299,164.91,4
149,Bet You Wanna (feat. Cardi B),THE ALBUM,BLACKPINK,2020-10-02,161167,65,0.653,0.00465,0.662,0.0,0.0626,-6.168,0.162,111.712,4
150,Dua Lipa,Come Home The Kids Miss You,Jack Harlow,2022-05-06,135053,75,0.833,0.00161,0.652,0.0985,0.106,-6.942,0.0762,158.022,4
151,Levitating,Future Nostalgia,Dua Lipa,2020-03-27,203807,84,0.695,0.0561,0.884,0.0,0.213,-2.278,0.0753,103.014,4
152,Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,2020-03-27,203064,85,0.702,0.00883,0.825,0.0,0.0674,-3.787,0.0601,102.977,4
153,Don't Start Now,Future Nostalgia,Dua Lipa,2020-03-27,183290,83,0.793,0.0123,0.793,0.0,0.0951,-4.521,0.083,123.95,4
154,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),Calvin Harris,2018-04-06,214846,88,0.791,0.037,0.862,2.19e-05,0.0814,-3.24,0.11,123.994,4
155,New Rules,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,209320,82,0.762,0.00261,0.7,1.56e-05,0.153,-6.021,0.0694,116.073,4
156,Cold Heart - PNAU Remix,Cold Heart (PNAU Remix),Elton John,2021-08-13,202735,86,0.796,0.034,0.798,4.19e-05,0.0952,-6.312,0.0317,116.032,4
157,Break My Heart,Future Nostalgia,Dua Lipa,2020-03-27,221820,79,0.73,0.167,0.729,1.39e-06,0.349,-3.434,0.0884,113.011,4
158,Levitating (feat. DaBaby),Levitating (feat. DaBaby),Dua Lipa,2020-10-01,203064,76,0.702,0.00883,0.825,0.0,0.0674,-3.787,0.0601,102.977,4
159,Sweetest Pie,Sweetest Pie,Megan Thee Stallion,2022-03-11,201334,75,0.814,0.167,0.628,0.0,0.101,-7.178,0.221,123.977,4
160,Don't Start Now,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,183290,69,0.793,0.0123,0.793,0.0,0.0951,-4.521,0.083,123.95,4
161,Physical,Future Nostalgia,Dua Lipa,2020-03-27,193829,78,0.647,0.0137,0.844,0.000658,0.102,-3.756,0.0457,146.967,4
162,Prisoner (feat. Dua Lipa),Plastic Hearts,Miley Cyrus,2020-11-27,169333,81,0.781,0.0103,0.67,0.0,0.0761,-3.912,0.0452,127.99,4
163,Love Again,Future Nostalgia,Dua Lipa,2020-03-27,258004,76,0.659,0.00173,0.667,2.85e-05,0.1,-4.668,0.0339,115.982,4
164,We're Good,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,165506,76,0.722,0.0319,0.588,0.0,0.183,-5.932,0.0544,134.01,4
165,IDGAF,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,217946,81,0.836,0.0403,0.544,0.0,0.0824,-5.975,0.0943,97.028,4
166,Future Nostalgia,Future Nostalgia,Dua Lipa,2020-03-27,184881,59,0.875,0.00618,0.813,0.0,0.321,-4.502,0.0579,114.993,4
167,Don't Start Now,Don't Start Now,Dua Lipa,2019-10-31,183290,79,0.794,0.0125,0.793,0.0,0.0952,-4.521,0.0842,123.941,4
168,Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),Calvin Harris,2022-05-27,214459,73,0.824,0.158,0.697,4.11e-05,0.077,-4.869,0.0473,99.988,4
169,Hallucinate,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,208505,65,0.627,0.033,0.69,0.0,0.0742,-5.396,0.139,122.053,4
